"territory","id_indicator","period","territory.ccube.0","territory.ccube.1","territory.ccube.2","territory.ccube.attr.0","value"
"27000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Калининградская область","3","1125"
"27000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Калининградская область","3","1015"
"27000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Калининградская область","3","877"
"27000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Калининградская область","3","1016"
"41000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Ленинградская область","3","2250"
"41000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Ленинградская область","3","1915"
"41000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Ленинградская область","3","1860"
"41000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Ленинградская область","3","2069"
"47000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Мурманская область","3","718"
"47000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Мурманская область","3","633"
"47000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Мурманская область","3","600"
"47000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Мурманская область","3","704"
"49000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Новгородская область","3","1009"
"49000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Новгородская область","3","856"
"49000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Новгородская область","3","801"
"49000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Новгородская область","3","934"
"58000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Псковская область","3","997"
"58000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Псковская область","3","845"
"58000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Псковская область","3","875"
"58000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Псковская область","3","1007"
"40000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Санкт-Петербург","3","5274"
"40000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Санкт-Петербург","3","4950"
"40000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Санкт-Петербург","3","4729"
"40000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Западный федеральный округ","Санкт-Петербург","3","5342"
"79000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Республика Адыгея","3","508"
"79000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Республика Адыгея","3","432"
"79000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Республика Адыгея","3","427"
"79000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Республика Адыгея","3","450"
"85000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Республика Калмыкия","3","236"
"85000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Республика Калмыкия","3","206"
"85000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Республика Калмыкия","3","196"
"85000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Республика Калмыкия","3","221"
"35000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Республика Крым","3","2564"
"35000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Республика Крым","3","2299"
"35000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Республика Крым","3","2124"
"35000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Республика Крым","3","2210"
"3000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5844"
"3000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5732"
"3000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5452"
"3000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5531"
"12000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","1128"
"12000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","1009"
"12000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","919"
"12000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","957"
"18000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2936"
"18000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2752"
"18000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2647"
"18000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2801"
"60000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","5017"
"60000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4554"
"60000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4396"
"60000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4847"
"67000000","819","30 Apr 2015 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","516"
"67000000","819","30 Apr 2016 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","419"
"67000000","819","30 Apr 2017 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","428"
"67000000","819","30 Apr 2018 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","489"
"82000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1449"
"82000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1268"
"82000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1347"
"82000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1258"
"26000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","132"
"26000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","130"
"26000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","137"
"26000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","135"
"83000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","712"
"83000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","674"
"83000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","585"
"83000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","608"
"91000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","390"
"91000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","338"
"91000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","362"
"91000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","333"
"90000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","709"
"90000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","567"
"90000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","565"
"90000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","560"
"96000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","564"
"96000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","577"
"96000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","518"
"96000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","525"
"7000000","819","30 Apr 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2810"
"7000000","819","30 Apr 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2579"
"7000000","819","30 Apr 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2526"
"7000000","819","30 Apr 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2543"
"80000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","4614"
"80000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","4349"
"80000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","3891"
"80000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","4343"
"88000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","816"
"88000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","745"
"88000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","678"
"88000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","753"
"89000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","1023"
"89000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","867"
"89000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","928"
"89000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","1062"
"92000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","4048"
"92000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3629"
"92000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3463"
"92000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3964"
"94000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1639"
"94000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1533"
"94000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1360"
"94000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1547"
"97000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1376"
"97000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1316"
"97000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1234"
"97000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1407"
"57000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","3118"
"57000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2930"
"57000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2686"
"57000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","3014"
"33000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1690"
"33000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1580"
"33000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1410"
"33000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1677"
"22000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","4419"
"22000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","4059"
"22000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","3742"
"22000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","4464"
"53000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2421"
"53000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2235"
"53000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2034"
"53000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2282"
"56000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1802"
"56000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1618"
"56000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1508"
"56000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1722"
"36000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3924"
"36000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3655"
"36000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3381"
"36000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3559"
"63000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","3017"
"63000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2786"
"63000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2640"
"63000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2873"
"73000000","819","30 Apr 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1657"
"73000000","819","30 Apr 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1469"
"73000000","819","30 Apr 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1344"
"73000000","819","30 Apr 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1580"
"37000000","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1151"
"37000000","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1078"
"37000000","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1047"
"37000000","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1161"
"65000000","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","5274"
"65000000","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4762"
"65000000","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4349"
"65000000","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4883"
"71800","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","821"
"71800","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","757"
"71800","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","723"
"71800","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","859"
"71900","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","231"
"71900","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","220"
"71900","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","191"
"71900","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","215"
"71000000","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1385"
"71000000","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1302"
"71000000","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1240"
"71000000","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1322"
"75000000","819","30 Apr 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","4145"
"75000000","819","30 Apr 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3948"
"75000000","819","30 Apr 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3557"
"75000000","819","30 Apr 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3960"
"84000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","195"
"84000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","185"
"84000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","142"
"84000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","194"
"93000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","228"
"93000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","255"
"93000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","177"
"93000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","249"
"95000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","667"
"95000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","557"
"95000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","513"
"95000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","596"
"1000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2846"
"1000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2665"
"1000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2685"
"1000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2754"
"4000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","3291"
"4000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2821"
"4000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2665"
"4000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2983"
"25000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2933"
"25000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2629"
"25000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2365"
"25000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2540"
"32000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3370"
"32000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3179"
"32000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3136"
"32000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3199"
"50000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","3029"
"50000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2914"
"50000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2819"
"50000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","3064"
"52000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2405"
"52000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2129"
"52000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","1947"
"52000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2062"
"69000000","819","30 Apr 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","1053"
"69000000","819","30 Apr 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","946"
"69000000","819","30 Apr 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","943"
"69000000","819","30 Apr 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","1071"
"81000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","965"
"81000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","919"
"81000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","757"
"81000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","913"
"76000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","1303"
"76000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","1003"
"76000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","967"
"76000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","1092"
"98000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","694"
"98000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","636"
"98000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","597"
"98000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","621"
"30000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","324"
"30000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","285"
"30000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","294"
"30000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","263"
"5000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","2280"
"5000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","2165"
"5000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","1987"
"5000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","2023"
"8000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Хабаровский край","3","1474"
"8000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Хабаровский край","3","1384"
"8000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Хабаровский край","3","1355"
"8000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Хабаровский край","3","1447"
"10000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Амурская область","3","974"
"10000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Амурская область","3","843"
"10000000","819","30 Apr 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Амурская область","3","781"
"10000000","819","30 Apr 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Амурская область","3","882"
"44000000","819","30 Apr 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Магаданская область","3","162"
"44000000","819","30 Apr 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Магаданская область","3","120"
