"territory","id_indicator","period","territory.ccube.0","territory.ccube.1","territory.ccube.2","territory.ccube.attr.0","value"
"3000000","819","30 Sep 2015 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5581"
"3000000","819","30 Sep 2016 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5551"
"3000000","819","30 Sep 2017 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5362"
"3000000","819","30 Sep 2018 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5275"
"3000000","819","30 Sep 2019 00:00:00","Российская Федерация","Южный федеральный округ","Краснодарский край","3","5005"
"12000000","819","30 Sep 2015 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","944"
"12000000","819","30 Sep 2016 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","923"
"12000000","819","30 Sep 2017 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","815"
"12000000","819","30 Sep 2018 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","845"
"12000000","819","30 Sep 2019 00:00:00","Российская Федерация","Южный федеральный округ","Астраханская область","3","852"
"18000000","819","30 Sep 2015 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2747"
"18000000","819","30 Sep 2016 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2631"
"18000000","819","30 Sep 2017 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2364"
"18000000","819","30 Sep 2018 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2334"
"18000000","819","30 Sep 2019 00:00:00","Российская Федерация","Южный федеральный округ","Волгоградская область","3","2338"
"60000000","819","30 Sep 2015 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4591"
"60000000","819","30 Sep 2016 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4347"
"60000000","819","30 Sep 2017 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4147"
"60000000","819","30 Sep 2018 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","3959"
"60000000","819","30 Sep 2019 00:00:00","Российская Федерация","Южный федеральный округ","Ростовская область","3","4041"
"67000000","819","30 Sep 2015 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","474"
"67000000","819","30 Sep 2016 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","473"
"67000000","819","30 Sep 2017 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","448"
"67000000","819","30 Sep 2018 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","417"
"67000000","819","30 Sep 2019 00:00:00","Российская Федерация","Южный федеральный округ","Севастополь","3","466"
"82000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1270"
"82000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1207"
"82000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1145"
"82000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1288"
"82000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Дагестан","3","1200"
"26000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","128"
"26000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","126"
"26000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","125"
"26000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","133"
"26000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Ингушетия","3","112"
"83000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","549"
"83000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","544"
"83000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","472"
"83000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","539"
"83000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Кабардино-Балкарская Республика","3","461"
"91000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","369"
"91000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","351"
"91000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","328"
"91000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","313"
"91000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Карачаево-Черкесская Республика","3","324"
"90000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","573"
"90000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","567"
"90000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","535"
"90000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","508"
"90000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Республика Северная Осетия — Алания","3","519"
"96000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","533"
"96000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","460"
"96000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","404"
"96000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","528"
"96000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Чеченская Республика","3","496"
"7000000","819","30 Sep 2015 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2618"
"7000000","819","30 Sep 2016 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2466"
"7000000","819","30 Sep 2017 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2341"
"7000000","819","30 Sep 2018 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2288"
"7000000","819","30 Sep 2019 00:00:00","Российская Федерация","Северо-Кавказский федеральный округ","Ставропольский край","3","2178"
"80000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","4404"
"80000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","4113"
"80000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","3798"
"80000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","3749"
"80000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Башкортостан","3","3841"
"88000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","760"
"88000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","724"
"88000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","635"
"88000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","586"
"88000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Марий Эл","3","668"
"89000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","991"
"89000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","885"
"89000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","808"
"89000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","766"
"89000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Мордовия","3","797"
"92000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3739"
"92000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3618"
"92000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3409"
"92000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3474"
"92000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Республика Татарстан","3","3542"
"94000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1614"
"94000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1511"
"94000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1359"
"94000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1342"
"94000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Удмуртская Республика","3","1400"
"97000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1309"
"97000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1332"
"97000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1219"
"97000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1151"
"97000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Чувашская Республика","3","1166"
"57000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","3006"
"57000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2974"
"57000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2860"
"57000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2595"
"57000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Пермский край","3","2895"
"33000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1613"
"33000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1596"
"33000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1477"
"33000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1484"
"33000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Кировская область","3","1502"
"22000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","4228"
"22000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","4111"
"22000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","3735"
"22000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","3406"
"22000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Нижегородская область","3","3797"
"53000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2293"
"53000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2074"
"53000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","2023"
"53000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","1924"
"53000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Оренбургская область","3","1999"
"56000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1577"
"56000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1546"
"56000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1425"
"56000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1418"
"56000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Пензенская область","3","1407"
"36000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3684"
"36000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3524"
"36000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3438"
"36000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3132"
"36000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Самарская область","3","3256"
"63000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2824"
"63000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2820"
"63000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2514"
"63000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2515"
"63000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Саратовская область","3","2422"
"73000000","819","30 Sep 2015 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1527"
"73000000","819","30 Sep 2016 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1467"
"73000000","819","30 Sep 2017 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1318"
"73000000","819","30 Sep 2018 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1224"
"73000000","819","30 Sep 2019 00:00:00","Российская Федерация","Приволжский федеральный округ","Ульяновская область","3","1347"
"37000000","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1163"
"37000000","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","1096"
"37000000","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","997"
"37000000","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","942"
"37000000","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Курганская область","3","952"
"65000000","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","5226"
"65000000","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4848"
"65000000","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4481"
"65000000","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4444"
"65000000","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Свердловская область","3","4715"
"71800","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","922"
"71800","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","874"
"71800","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","837"
"71800","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","785"
"71800","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Ханты-Мансийский автономный округ - Югра","3","796"
"71900","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","241"
"71900","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","216"
"71900","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","200"
"71900","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","170"
"71900","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Ямало-Ненецкий автономный округ","3","216"
"71000000","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1392"
"71000000","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1323"
"71000000","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1242"
"71000000","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1273"
"71000000","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Тюменская область","3","1274"
"75000000","819","30 Sep 2015 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","4012"
"75000000","819","30 Sep 2016 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3746"
"75000000","819","30 Sep 2017 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3538"
"75000000","819","30 Sep 2018 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3473"
"75000000","819","30 Sep 2019 00:00:00","Российская Федерация","Уральский федеральный округ","Челябинская область","3","3490"
"84000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","214"
"84000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","195"
"84000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","160"
"84000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","147"
"84000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Алтай","3","178"
"93000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","252"
"93000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","259"
"93000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","217"
"93000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","248"
"93000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Тыва","3","208"
"95000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","597"
"95000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","510"
"95000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","527"
"95000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","502"
"95000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Республика Хакасия","3","489"
"1000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2736"
"1000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2597"
"1000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2483"
"1000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2445"
"1000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Алтайский край","3","2455"
"4000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2920"
"4000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2959"
"4000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2909"
"4000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2638"
"4000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Красноярский край","3","2838"
"25000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2681"
"25000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2661"
"25000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2433"
"25000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2458"
"25000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Иркутская область","3","2538"
"32000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3290"
"32000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3178"
"32000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","3067"
"32000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","2965"
"32000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Кемеровская область - Кузбасс","3","2751"
"50000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2884"
"50000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2774"
"50000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2791"
"50000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2863"
"50000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Новосибирская область","3","2836"
"52000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2174"
"52000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2111"
"52000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","2003"
"52000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","1982"
"52000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Омская область","3","1893"
"69000000","819","30 Sep 2015 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","1050"
"69000000","819","30 Sep 2016 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","995"
"69000000","819","30 Sep 2017 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","1031"
"69000000","819","30 Sep 2018 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","956"
"69000000","819","30 Sep 2019 00:00:00","Российская Федерация","Сибирский федеральный округ","Томская область","3","987"
"81000000","819","30 Sep 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","941"
"81000000","819","30 Sep 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","903"
"81000000","819","30 Sep 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","798"
"81000000","819","30 Sep 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","834"
"81000000","819","30 Sep 2019 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Бурятия","3","786"
"76000000","819","30 Sep 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","1063"
"76000000","819","30 Sep 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","1054"
"76000000","819","30 Sep 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","939"
"76000000","819","30 Sep 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","917"
"76000000","819","30 Sep 2019 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Забайкальский край","3","945"
"98000000","819","30 Sep 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","690"
"98000000","819","30 Sep 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","703"
"98000000","819","30 Sep 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","634"
"98000000","819","30 Sep 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","646"
"98000000","819","30 Sep 2019 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Республика Саха (Якутия)","3","610"
"30000000","819","30 Sep 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","299"
"30000000","819","30 Sep 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","263"
"30000000","819","30 Sep 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","300"
"30000000","819","30 Sep 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","285"
"30000000","819","30 Sep 2019 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Камчатский край","3","287"
"5000000","819","30 Sep 2015 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","2056"
"5000000","819","30 Sep 2016 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","2004"
"5000000","819","30 Sep 2017 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","1946"
"5000000","819","30 Sep 2018 00:00:00","Российская Федерация","Дальневосточный федеральный округ","Приморский край","3","1876"
